Case ID,Resource,AMOUNT_REQ,Activity,Complete Timestamp,remtime,elapsed,open_cases,case_length
176039,11201,50000.0,O_SELECTED,2011-10-10 19:14:23,670143.0,0.0,214.0,1
176033,11200,7000.0,O_SELECTED,2011-10-10 19:19:39,838358.0,0.0,215.0,1
176045,10982,15000.0,O_SELECTED,2011-10-10 19:27:43,663489.0,0.0,216.0,1
176048,11200,10000.0,O_SELECTED,2011-10-10 19:38:33,941216.0,0.0,218.0,1
175910,11181,10000.0,O_SELECTED,2011-10-10 19:42:06,2509781.0,0.0,219.0,1
176072,10862,15000.0,O_SELECTED,2011-10-11 08:17:35,890149.0,0.0,221.0,1
176137,11169,15000.0,O_SELECTED,2011-10-11 09:01:12,628450.0,0.0,222.0,1
176134,11179,25000.0,O_SELECTED,2011-10-11 09:12:36,1292965.0,0.0,223.0,1
176152,11179,16000.0,O_SELECTED,2011-10-11 10:12:57,1139763.0,0.0,224.0,1
176128,10862,10000.0,O_SELECTED,2011-10-11 10:59:53,618584.0,0.0,224.0,1
175615,11179,7000.0,O_SELECTED,2011-10-11 13:05:35,2527269.0,0.0,226.0,1
176188,11179,5000.0,O_SELECTED,2011-10-11 13:34:25,2662852.0,0.0,228.0,1
176069,10863,20000.0,O_SELECTED,2011-10-11 14:22:23,1200516.0,0.0,228.0,1
176218,10863,20000.0,O_SELECTED,2011-10-11 14:44:45,3261762.0,0.0,229.0,1
176227,10863,10000.0,O_SELECTED,2011-10-11 15:22:15,1211502.0,0.0,231.0,1
176239,10863,25000.0,O_SELECTED,2011-10-11 18:29:06,747717.0,0.0,231.0,1
175699,11181,40000.0,O_SELECTED,2011-10-11 18:51:01,598665.0,0.0,232.0,1
176051,11189,10000.0,O_SELECTED,2011-10-12 08:20:30,602777.0,0.0,232.0,1
176332,11189,26000.0,O_SELECTED,2011-10-12 08:44:32,2680250.0,0.0,231.0,1
176386,10982,9000.0,O_SELECTED,2011-10-12 09:37:13,1388828.0,0.0,231.0,1
176392,10629,5000.0,O_SELECTED,2011-10-12 10:00:26,505.0,0.0,230.0,1
176176,10859,13000.0,O_SELECTED,2011-10-12 10:00:46,3212279.0,0.0,231.0,1
176389,11189,10000.0,O_SELECTED,2011-10-12 10:01:52,1054753.0,0.0,231.0,1
176404,11189,5000.0,O_SELECTED,2011-10-12 10:43:25,1221308.0,0.0,230.0,1
174517,11169,6500.0,O_SELECTED,2011-10-12 12:08:52,2667994.0,0.0,232.0,1
176476,11122,50000.0,O_SELECTED,2011-10-12 13:50:59,2661870.0,0.0,235.0,1
176467,11169,15000.0,O_SELECTED,2011-10-12 13:56:30,1021349.0,0.0,236.0,1
176395,11180,2000.0,O_SELECTED,2011-10-12 14:35:19,1119473.0,0.0,237.0,1
176515,10939,8000.0,O_SELECTED,2011-10-12 16:49:18,1610783.0,0.0,237.0,1
176521,11002,11000.0,O_SELECTED,2011-10-12 17:42:03,1733503.0,0.0,238.0,1
176269,11202,6000.0,O_SELECTED,2011-10-12 18:05:07,1360895.0,0.0,240.0,1
176437,11179,25000.0,O_SELECTED,2011-10-12 19:37:33,1273966.0,0.0,241.0,1
176593,10909,7500.0,O_SELECTED,2011-10-13 08:56:08,1227826.0,0.0,241.0,1
176648,10859,1000.0,O_SELECTED,2011-10-13 08:56:45,953608.0,0.0,242.0,1
176608,10909,15000.0,O_SELECTED,2011-10-13 09:22:57,2677950.0,0.0,242.0,1
176542,10859,5500.0,O_SELECTED,2011-10-13 12:08:23,4148519.0,0.0,237.0,1
176690,10909,10000.0,O_SELECTED,2011-10-13 12:38:50,1287065.0,0.0,239.0,1
176684,11169,29000.0,O_SELECTED,2011-10-13 13:08:57,1729728.0,0.0,239.0,1
176696,10909,7000.0,O_SELECTED,2011-10-13 14:45:00,1531991.0,0.0,242.0,1
176545,10859,8000.0,O_SELECTED,2011-10-13 14:50:01,1541382.0,0.0,243.0,1
176729,11122,24000.0,O_SELECTED,2011-10-13 15:07:13,1111131.0,0.0,244.0,1
176705,11120,15000.0,O_SELECTED,2011-10-13 15:23:26,2162742.0,0.0,244.0,1
176744,11169,9000.0,O_SELECTED,2011-10-13 15:37:44,619035.0,0.0,246.0,1
176747,10859,18000.0,O_SELECTED,2011-10-13 15:56:53,1193988.0,0.0,246.0,1
176596,11180,5000.0,O_SELECTED,2011-10-13 16:10:15,1009239.0,0.0,247.0,1
176786,11119,15000.0,O_SELECTED,2011-10-13 18:15:27,2646008.0,0.0,250.0,1
176458,11122,15000.0,O_SELECTED,2011-10-13 18:19:56,1199213.0,0.0,252.0,1
176783,11119,23000.0,O_SELECTED,2011-10-13 18:50:22,1013274.0,0.0,253.0,1
176657,11180,6000.0,O_SELECTED,2011-10-13 18:51:35,1905960.0,0.0,254.0,1
176639,11119,8000.0,O_SELECTED,2011-10-13 19:09:10,659728.0,0.0,255.0,1
176566,11180,12000.0,O_SELECTED,2011-10-13 19:12:48,2233230.0,0.0,256.0,1
176810,10982,15000.0,O_SELECTED,2011-10-13 19:57:55,1686766.0,0.0,257.0,1
176825,11120,6000.0,O_SELECTED,2011-10-14 08:26:55,1845876.0,0.0,256.0,1
176816,11009,15000.0,O_SELECTED,2011-10-14 09:20:01,1050624.0,0.0,255.0,1
176927,11009,15500.0,O_SELECTED,2011-10-14 11:16:12,967391.0,0.0,256.0,1
176879,11120,5000.0,O_SELECTED,2011-10-14 11:25:39,1465267.0,0.0,257.0,1
176804,11019,15000.0,O_SELECTED,2011-10-14 11:49:22,962451.0,0.0,258.0,1
176963,10629,20000.0,O_SELECTED,2011-10-14 12:32:55,260020.0,0.0,260.0,1
176957,11200,10000.0,O_SELECTED,2011-10-14 12:37:55,1628112.0,0.0,261.0,1
176834,11200,5000.0,O_SELECTED,2011-10-14 12:49:08,1292351.0,0.0,263.0,1
176846,11200,10000.0,O_SELECTED,2011-10-14 13:02:37,1461727.0,0.0,264.0,1
176978,11200,6000.0,O_SELECTED,2011-10-14 13:33:56,2243754.0,0.0,264.0,1
176984,11120,12500.0,O_SELECTED,2011-10-14 14:13:24,1111542.0,0.0,266.0,1
176903,11201,10000.0,O_SELECTED,2011-10-14 14:30:22,1448955.0,0.0,267.0,1
177002,11000,10000.0,O_SELECTED,2011-10-14 14:44:53,2658640.0,0.0,266.0,1
176936,11200,6000.0,O_SELECTED,2011-10-14 15:14:05,2656890.0,0.0,265.0,1
176849,11000,20000.0,O_SELECTED,2011-10-14 15:30:06,435735.0,0.0,266.0,1
176852,11120,10000.0,O_SELECTED,2011-10-14 15:34:11,1111598.0,0.0,267.0,1
176858,11201,5000.0,O_SELECTED,2011-10-14 15:49:47,2676874.0,0.0,269.0,1
176822,11200,4500.0,O_SELECTED,2011-10-14 15:51:51,1193151.0,0.0,270.0,1
176828,10913,10000.0,O_SELECTED,2011-10-14 16:28:22,1091197.0,0.0,271.0,1
177029,11200,16000.0,O_SELECTED,2011-10-14 17:10:39,1105602.0,0.0,272.0,1
177023,11200,9400.0,O_SELECTED,2011-10-14 18:56:01,1616444.0,0.0,271.0,1
175377,10862,6000.0,O_SELECTED,2011-10-15 10:12:04,1569610.0,0.0,273.0,1
175573,11203,40000.0,O_SELECTED,2011-10-15 10:20:46,2674473.0,0.0,274.0,1
177140,10912,10000.0,O_SELECTED,2011-10-15 10:28:41,1114169.0,0.0,275.0,1
177149,10862,10000.0,O_SELECTED,2011-10-15 11:01:20,3199949.0,0.0,278.0,1
177125,11120,6000.0,O_SELECTED,2011-10-17 08:13:46,1220883.0,0.0,274.0,1
177191,11201,15000.0,O_SELECTED,2011-10-17 08:15:52,1220126.0,0.0,275.0,1
177405,10880,15000.0,O_SELECTED,2011-10-17 08:24:56,2456102.0,0.0,276.0,1
177197,11201,30000.0,O_SELECTED,2011-10-17 08:25:38,1223334.0,0.0,277.0,1
177209,11120,5000.0,O_SELECTED,2011-10-17 08:51:04,785563.0,0.0,277.0,1
177368,11120,8000.0,O_SELECTED,2011-10-17 09:17:06,1590105.0,0.0,279.0,1
177251,10982,7500.0,O_SELECTED,2011-10-17 09:36:56,1058687.0,0.0,280.0,1
177320,11201,15000.0,O_SELECTED,2011-10-17 09:43:53,1227056.0,0.0,281.0,1
177326,11201,11000.0,O_SELECTED,2011-10-17 09:56:48,1378541.0,0.0,283.0,1
177353,11120,6000.0,O_SELECTED,2011-10-17 10:10:09,709938.0,0.0,284.0,1
177230,11120,10000.0,O_SELECTED,2011-10-17 10:37:07,683656.0,0.0,283.0,1
177269,11120,10000.0,O_SELECTED,2011-10-17 11:56:03,165018.0,0.0,282.0,1
176275,11201,12000.0,O_SELECTED,2011-10-17 13:28:32,1799292.0,0.0,281.0,1
177173,11009,30000.0,O_SELECTED,2011-10-17 13:53:23,861656.0,0.0,281.0,1
177525,10889,10000.0,O_SELECTED,2011-10-17 14:03:10,860525.0,0.0,282.0,1
177200,10913,5000.0,O_SELECTED,2011-10-17 14:06:54,1649803.0,0.0,283.0,1
177480,11180,35000.0,O_SELECTED,2011-10-17 14:17:39,687797.0,0.0,284.0,1
177426,11201,5000.0,O_SELECTED,2011-10-17 15:28:50,1191626.0,0.0,283.0,1
177501,11120,4000.0,O_SELECTED,2011-10-17 15:38:39,1401156.0,0.0,282.0,1
177531,11180,40000.0,O_SELECTED,2011-10-17 15:40:55,1280435.0,0.0,283.0,1
177543,11180,10000.0,O_SELECTED,2011-10-17 16:00:51,616868.0,0.0,284.0,1
177528,10913,14000.0,O_SELECTED,2011-10-17 16:04:46,781533.0,0.0,285.0,1
177591,11122,17500.0,O_SELECTED,2011-10-17 16:36:51,936606.0,0.0,286.0,1
177329,11181,5000.0,O_SELECTED,2011-10-17 16:52:08,2495056.0,0.0,287.0,1
177510,10861,25000.0,O_SELECTED,2011-10-17 17:06:48,663465.0,0.0,288.0,1
177239,11119,25000.0,O_SELECTED,2011-10-17 17:12:56,778311.0,0.0,289.0,1
177254,10913,15000.0,O_SELECTED,2011-10-17 17:49:32,1468071.0,0.0,288.0,1
177609,11122,47000.0,O_SELECTED,2011-10-17 17:57:14,932478.0,0.0,289.0,1
177456,10861,20000.0,O_SELECTED,2011-10-17 18:03:15,1204304.0,0.0,290.0,1
177284,11180,15000.0,O_SELECTED,2011-10-17 18:24:42,1355349.0,0.0,291.0,1
177576,11181,7500.0,O_SELECTED,2011-10-17 18:43:59,1190556.0,0.0,293.0,1
177558,10889,30000.0,O_SELECTED,2011-10-17 18:50:20,1177330.0,0.0,293.0,1
177546,11180,25000.0,O_SELECTED,2011-10-17 18:52:40,1632434.0,0.0,294.0,1
177522,11180,15000.0,O_SELECTED,2011-10-17 18:59:18,769451.0,0.0,294.0,1
177537,11181,6000.0,O_SELECTED,2011-10-17 19:05:18,1472370.0,0.0,295.0,1
177365,10889,2500.0,O_SELECTED,2011-10-17 19:11:27,2642647.0,0.0,294.0,1
177582,11181,10000.0,O_SELECTED,2011-10-17 19:29:55,914226.0,0.0,295.0,1
177600,11180,10000.0,O_SELECTED,2011-10-17 19:49:48,2138347.0,0.0,296.0,1
177636,11180,4000.0,O_SELECTED,2011-10-17 20:04:28,830210.0,0.0,297.0,1
177657,11200,5000.0,O_SELECTED,2011-10-18 08:28:08,1214185.0,0.0,296.0,1
177666,11200,15000.0,O_SELECTED,2011-10-18 08:39:27,880217.0,0.0,297.0,1
177725,11200,10000.0,O_SELECTED,2011-10-18 09:15:07,2678408.0,0.0,296.0,1
177728,11200,20000.0,O_SELECTED,2011-10-18 09:29:12,2677566.0,0.0,297.0,1
177561,10862,1000.0,O_SELECTED,2011-10-18 10:19:35,1382666.0,0.0,299.0,1
177708,11202,5000.0,O_SELECTED,2011-10-18 10:42:08,1459857.0,0.0,300.0,1
177459,11200,9900.0,O_SELECTED,2011-10-18 11:08:41,1379873.0,0.0,302.0,1
177687,10913,5000.0,O_SELECTED,2011-10-18 12:34:25,1204991.0,0.0,299.0,1
177797,11179,22000.0,O_SELECTED,2011-10-18 12:47:50,847026.0,0.0,300.0,1
177821,11179,7500.0,O_SELECTED,2011-10-18 13:03:19,3016635.0,0.0,301.0,1
177836,11169,10000.0,O_SELECTED,2011-10-18 13:44:07,1466355.0,0.0,299.0,1
177830,10228,5000.0,O_SELECTED,2011-10-18 14:53:34,2658110.0,0.0,298.0,1
177857,11169,7750.0,O_SELECTED,2011-10-18 14:58:32,751466.0,0.0,299.0,1
177866,11202,5000.0,O_SELECTED,2011-10-18 15:56:20,2654346.0,0.0,298.0,1
177926,11179,30000.0,O_SELECTED,2011-10-18 18:16:05,1088916.0,0.0,299.0,1
177974,10982,8000.0,O_SELECTED,2011-10-18 19:44:03,1429566.0,0.0,301.0,1
177986,11189,9000.0,O_SELECTED,2011-10-19 08:10:11,2595924.0,0.0,301.0,1
178004,11189,15000.0,O_SELECTED,2011-10-19 08:42:41,1313076.0,0.0,302.0,1
178080,11189,15000.0,O_SELECTED,2011-10-19 09:40:45,876834.0,0.0,302.0,1
178134,11169,10000.0,O_SELECTED,2011-10-19 11:04:53,1979141.0,0.0,296.0,1
178128,11189,45000.0,O_SELECTED,2011-10-19 11:28:59,541240.0,0.0,297.0,1
178194,11169,20000.0,O_SELECTED,2011-10-19 12:19:15,3034202.0,0.0,298.0,1
178209,11202,25000.0,O_SELECTED,2011-10-19 13:07:19,775133.0,0.0,298.0,1
178242,11180,25000.0,O_SELECTED,2011-10-19 14:01:04,781198.0,0.0,301.0,1
178257,11180,25000.0,O_SELECTED,2011-10-19 14:33:26,779496.0,0.0,302.0,1
178185,11202,25000.0,O_SELECTED,2011-10-19 14:39:02,678346.0,0.0,303.0,1
178269,11189,10000.0,O_SELECTED,2011-10-19 14:59:37,2657755.0,0.0,305.0,1
175720,11189,3000.0,O_SELECTED,2011-10-19 16:00:32,1124077.0,0.0,308.0,1
178308,11122,10000.0,O_SELECTED,2011-10-19 16:18:32,1188718.0,0.0,309.0,1
178266,10939,50000.0,O_SELECTED,2011-10-19 18:28:43,667733.0,0.0,310.0,1
178290,10939,10000.0,O_SELECTED,2011-10-19 18:39:15,1021450.0,0.0,310.0,1
178314,10939,20000.0,O_SELECTED,2011-10-19 18:52:41,1005520.0,0.0,311.0,1
178329,10863,5000.0,O_SELECTED,2011-10-19 19:01:17,2390939.0,0.0,312.0,1
