0,1,2,3,4,5,6,7,8,9,10,11,12
5000.0,1.0,1.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
33000.0,1.0,1.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
7493.0,1.0,1.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,61.0,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,1.0,1.0,56.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,58.0,58.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,59.0,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,62.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
26000.0,1.0,1.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,63.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,1.0,1.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
43640.0,1.0,1.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,65.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
21000.0,1.0,1.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,1.0,1.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
8950.0,1.0,1.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,1.0,1.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,68.0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
17000.0,1.0,1.0,68.0,68.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,72.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
5867.0,1.0,1.0,77.0,77.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
70000.0,1.0,1.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
32000.0,1.0,1.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
17500.0,1.0,1.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
13000.0,1.0,1.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,84.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
31500.0,1.0,1.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
24000.0,1.0,1.0,85.0,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,86.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,87.0,87.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,93.0,93.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0
30870.0,1.0,1.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
11500.0,1.0,1.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,97.0,97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,1.0,1.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,101.0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
9500.0,1.0,1.0,98.0,98.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,101.0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,101.0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,103.0,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,106.0,106.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
17000.0,1.0,1.0,109.0,109.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,108.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,108.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
8500.0,1.0,1.0,109.0,109.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,111.0,111.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,1.0,1.0,110.0,110.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
13000.0,1.0,1.0,111.0,111.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,1.0,1.0,111.0,111.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,113.0,113.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,113.0,113.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
41000.0,1.0,1.0,113.0,113.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
29000.0,1.0,1.0,115.0,115.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
9612.0,1.0,1.0,116.0,116.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,116.0,116.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,117.0,117.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,1.0,1.0,117.0,117.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
42000.0,1.0,1.0,118.0,118.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,119.0,119.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
2600.0,1.0,1.0,119.0,119.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,1.0,1.0,119.0,119.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,122.0,122.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,123.0,123.0,123.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,124.0,124.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
5600.0,1.0,1.0,125.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
9200.0,1.0,1.0,125.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,127.0,127.0,127.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,128.0,128.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,129.0,129.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
5600.0,1.0,1.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,131.0,131.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0
23112.0,1.0,1.0,133.0,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,133.0,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,134.0,134.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
40000.0,1.0,1.0,133.0,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,133.0,133.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,134.0,134.0,134.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0
23000.0,1.0,1.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,137.0,137.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,137.0,137.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,138.0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
37000.0,1.0,1.0,139.0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,139.0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,1.0,1.0,138.0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,139.0,139.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
23000.0,1.0,1.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,140.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,141.0,141.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,142.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,143.0,143.0,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,144.0,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,144.0,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,147.0,147.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
17000.0,1.0,1.0,148.0,148.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,149.0,149.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0
35000.0,1.0,1.0,151.0,151.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
6564.0,1.0,1.0,153.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,153.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,155.0,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,1.0,1.0,153.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,155.0,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0
26000.0,1.0,1.0,156.0,156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,159.0,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,159.0,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,159.0,159.0,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
3500.0,1.0,1.0,160.0,160.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,162.0,162.0,162.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,162.0,162.0,162.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,162.0,162.0,162.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,163.0,163.0,163.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,1.0,1.0,166.0,166.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
11500.0,1.0,1.0,167.0,167.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,163.0,163.0,163.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,164.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,164.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,163.0,163.0,163.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0
22500.0,1.0,1.0,164.0,164.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,165.0,165.0,165.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
14500.0,1.0,1.0,166.0,166.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,166.0,166.0,166.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,168.0,168.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,167.0,167.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
9000.0,1.0,1.0,168.0,168.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,169.0,169.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,171.0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,171.0,171.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
40000.0,1.0,1.0,172.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,173.0,173.0,173.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0
16000.0,1.0,1.0,174.0,174.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,175.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0
27500.0,1.0,1.0,177.0,177.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,178.0,178.0,178.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,180.0,180.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
49000.0,1.0,1.0,181.0,181.0,181.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
35000.0,1.0,1.0,185.0,185.0,185.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,186.0,186.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,188.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,189.0,189.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,190.0,190.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
5500.0,1.0,1.0,191.0,191.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
35000.0,1.0,1.0,192.0,192.0,192.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,194.0,194.0,194.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
99000.0,1.0,1.0,196.0,196.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,197.0,197.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0
5600.0,1.0,1.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0
4700.0,1.0,1.0,195.0,195.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0
