0,1,2,3,4,5,6,7,8,9,10,11,12,13
25000.0,1.0,1.0,2.0,26.0,26.0,26.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,27.0,27.0,27.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,1.0,1.0,2.0,28.0,28.0,28.0,56.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
14542.0,1.0,1.0,2.0,29.0,29.0,29.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,2.0,30.0,30.0,30.0,60.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
15000.0,1.0,1.0,2.0,31.0,31.0,31.0,62.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,33.0,33.0,33.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,34.0,34.0,34.0,68.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
10000.0,1.0,1.0,2.0,34.0,34.0,34.0,68.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
8000.0,1.0,1.0,2.0,35.0,35.0,35.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,35.0,35.0,35.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
15500.0,1.0,1.0,2.0,36.0,36.0,36.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,37.0,37.0,37.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
6500.0,1.0,1.0,2.0,38.0,38.0,38.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,38.0,38.0,38.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,2.0,38.0,38.0,38.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,39.0,39.0,39.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,40.0,40.0,40.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,41.0,41.0,41.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
15500.0,1.0,1.0,2.0,42.0,42.0,42.0,84.0,0.0,1.0,2.0,0.0,2.0,1.4142135623730951
29387.0,1.0,1.0,2.0,43.0,43.0,43.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,2.0,43.0,43.0,43.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,2.0,44.0,44.0,44.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,2.0,45.0,45.0,45.0,90.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,47.0,47.0,47.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
5500.0,1.0,1.0,2.0,49.0,49.0,49.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,1.0,1.0,2.0,49.0,49.0,49.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,1.0,1.0,2.0,50.0,50.0,50.0,100.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
15000.0,1.0,1.0,2.0,51.0,51.0,51.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,51.0,51.0,51.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0
33000.0,1.0,1.0,2.0,52.0,52.0,52.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,2.0,53.0,53.0,53.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,53.0,53.0,53.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,54.0,54.0,54.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
7493.0,1.0,1.0,2.0,56.0,56.0,56.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,2.0,58.0,58.0,58.0,116.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
10000.0,1.0,1.0,2.0,59.0,59.0,59.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,61.0,61.0,61.0,122.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
30000.0,1.0,1.0,2.0,63.0,63.0,63.0,126.0,0.0,1.5,3.0,0.0,3.0,2.1213203435596424
8000.0,1.0,1.0,2.0,57.0,57.0,57.0,114.0,0.0,1.0,2.0,0.0,2.0,1.4142135623730951
10000.0,1.0,1.0,2.0,55.0,55.0,55.0,110.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,56.0,56.0,56.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,1.0,1.0,2.0,56.0,56.0,56.0,112.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
7500.0,1.0,1.0,2.0,57.0,57.0,57.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,2.0,58.0,58.0,58.0,116.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
7500.0,1.0,1.0,2.0,59.0,59.0,59.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,58.0,58.0,58.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,59.0,59.0,59.0,118.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,60.0,60.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,62.0,62.0,62.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,63.0,63.0,63.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
26000.0,1.0,1.0,2.0,64.0,64.0,64.0,128.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
7500.0,1.0,1.0,2.0,65.0,65.0,65.0,130.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
25000.0,1.0,1.0,2.0,63.0,63.0,63.0,126.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,63.0,63.0,63.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,63.0,63.0,63.0,126.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
4000.0,1.0,1.0,2.0,64.0,64.0,64.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,64.0,64.0,64.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
43640.0,1.0,1.0,2.0,64.0,64.0,64.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,65.0,65.0,65.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,66.0,66.0,66.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,67.0,67.0,67.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,65.0,65.0,65.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,2.0,66.0,66.0,66.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
21000.0,1.0,1.0,2.0,67.0,67.0,67.0,134.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
10000.0,1.0,1.0,2.0,69.0,69.0,69.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,1.0,1.0,2.0,66.0,66.0,66.0,132.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
8950.0,1.0,1.0,2.0,67.0,67.0,67.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,1.0,1.0,2.0,67.0,67.0,67.0,134.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,68.0,68.0,68.0,136.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,69.0,69.0,69.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
17000.0,1.0,1.0,2.0,68.0,68.0,68.0,136.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
15000.0,1.0,1.0,2.0,72.0,72.0,72.0,144.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,72.0,72.0,72.0,144.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
20000.0,1.0,1.0,2.0,73.0,73.0,73.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,74.0,74.0,74.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,74.0,74.0,74.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,75.0,75.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,75.0,75.0,75.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,76.0,76.0,76.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
5867.0,1.0,1.0,2.0,77.0,77.0,77.0,154.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
70000.0,1.0,1.0,2.0,79.0,79.0,79.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,80.0,80.0,80.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,80.0,80.0,80.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
32000.0,1.0,1.0,2.0,81.0,81.0,81.0,162.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
8000.0,1.0,1.0,2.0,82.0,82.0,82.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,83.0,83.0,83.0,166.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
30000.0,1.0,1.0,2.0,82.0,82.0,82.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,83.0,83.0,83.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
17500.0,1.0,1.0,2.0,82.0,82.0,82.0,164.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
13000.0,1.0,1.0,2.0,84.0,84.0,84.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,2.0,83.0,83.0,83.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,84.0,84.0,84.0,168.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
31500.0,1.0,1.0,2.0,82.0,82.0,82.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,2.0,83.0,83.0,83.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
24000.0,1.0,1.0,2.0,85.0,85.0,85.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,86.0,86.0,86.0,172.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
12000.0,1.0,1.0,2.0,87.0,87.0,87.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,88.0,88.0,88.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,88.0,88.0,88.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,90.0,90.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,90.0,90.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,93.0,93.0,93.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0
30870.0,1.0,1.0,2.0,94.0,94.0,94.0,188.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
15000.0,1.0,1.0,2.0,95.0,95.0,95.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
11500.0,1.0,1.0,2.0,96.0,96.0,96.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,97.0,97.0,97.0,194.0,0.0,2.5,5.0,0.0,5.0,3.5355339059327378
15000.0,1.0,1.0,2.0,99.0,99.0,99.0,198.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,97.0,97.0,97.0,194.0,0.0,1.0,2.0,0.0,2.0,1.4142135623730951
30000.0,1.0,1.0,2.0,97.0,97.0,97.0,194.0,0.0,1.0,2.0,0.0,2.0,1.4142135623730951
7000.0,1.0,1.0,2.0,98.0,98.0,98.0,196.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,98.0,98.0,98.0,196.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
500.0,1.0,1.0,2.0,99.0,99.0,99.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,99.0,99.0,99.0,198.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
30000.0,1.0,1.0,2.0,101.0,101.0,101.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,99.0,99.0,99.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
9500.0,1.0,1.0,2.0,98.0,98.0,98.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,99.0,99.0,99.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,101.0,101.0,101.0,202.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
10000.0,1.0,1.0,2.0,101.0,101.0,101.0,202.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
10000.0,1.0,1.0,2.0,103.0,103.0,103.0,206.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
12000.0,1.0,1.0,2.0,106.0,106.0,106.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,2.0,107.0,107.0,107.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0
17000.0,1.0,1.0,2.0,109.0,109.0,109.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.0,1.0,2.0,108.0,108.0,108.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,108.0,108.0,108.0,216.0,0.0,1.0,2.0,0.0,2.0,1.4142135623730951
8500.0,1.0,1.0,2.0,109.0,109.0,109.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,110.0,110.0,110.0,220.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
7500.0,1.0,1.0,2.0,111.0,111.0,111.0,222.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
2500.0,1.0,1.0,2.0,110.0,110.0,110.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
13000.0,1.0,1.0,2.0,111.0,111.0,111.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,1.0,1.0,2.0,111.0,111.0,111.0,222.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
10000.0,1.0,1.0,2.0,113.0,113.0,113.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,113.0,113.0,113.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0
41000.0,1.0,1.0,2.0,113.0,113.0,113.0,226.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
29000.0,1.0,1.0,2.0,115.0,115.0,115.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0
9612.0,1.0,1.0,2.0,116.0,116.0,116.0,232.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,116.0,116.0,116.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,117.0,117.0,117.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,1.0,1.0,2.0,117.0,117.0,117.0,234.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
42000.0,1.0,1.0,2.0,118.0,118.0,118.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,2.0,119.0,119.0,119.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
2600.0,1.0,1.0,2.0,119.0,119.0,119.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,1.0,1.0,2.0,119.0,119.0,119.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,2.0,120.0,120.0,120.0,240.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
15000.0,1.0,1.0,2.0,122.0,122.0,122.0,244.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,123.0,123.0,123.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,124.0,124.0,124.0,248.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5600.0,1.0,1.0,2.0,125.0,125.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
9200.0,1.0,1.0,2.0,125.0,125.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,127.0,127.0,127.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,128.0,128.0,128.0,256.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,129.0,129.0,129.0,258.0,0.0,5.0,10.0,0.0,10.0,7.0710678118654755
5600.0,1.0,1.0,2.0,130.0,130.0,130.0,260.0,0.0,1.5,3.0,0.0,3.0,2.1213203435596424
7000.0,1.0,1.0,2.0,131.0,131.0,131.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
23112.0,1.0,1.0,2.0,133.0,133.0,133.0,266.0,0.0,5.0,10.0,0.0,10.0,7.0710678118654755
6000.0,1.0,1.0,2.0,130.0,130.0,130.0,260.0,0.0,1.0,2.0,0.0,2.0,1.4142135623730951
5000.0,1.0,1.0,2.0,133.0,133.0,133.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,134.0,134.0,134.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0
40000.0,1.0,1.0,2.0,133.0,133.0,133.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,133.0,133.0,133.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,134.0,134.0,134.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0
50000.0,1.0,1.0,2.0,135.0,135.0,135.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,2.0,136.0,136.0,136.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0
23000.0,1.0,1.0,2.0,135.0,135.0,135.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,136.0,136.0,136.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,137.0,137.0,137.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,2.0,137.0,137.0,137.0,274.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
20000.0,1.0,1.0,2.0,138.0,138.0,138.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0
37000.0,1.0,1.0,2.0,139.0,139.0,139.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,139.0,139.0,139.0,278.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
250.0,1.0,1.0,2.0,138.0,138.0,138.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,2.0,139.0,139.0,139.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,140.0,140.0,140.0,280.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
23000.0,1.0,1.0,2.0,140.0,140.0,140.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,140.0,140.0,140.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0
7500.0,1.0,1.0,2.0,141.0,141.0,141.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,142.0,142.0,142.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,1.0,1.0,2.0,143.0,143.0,143.0,286.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,144.0,144.0,144.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0
12000.0,1.0,1.0,2.0,144.0,144.0,144.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,147.0,147.0,147.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0
17000.0,1.0,1.0,2.0,148.0,148.0,148.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,2.0,149.0,149.0,149.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,149.0,149.0,149.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0
35000.0,1.0,1.0,2.0,151.0,151.0,151.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0
6564.0,1.0,1.0,2.0,153.0,153.0,153.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,1.0,1.0,2.0,153.0,153.0,153.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,155.0,155.0,155.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,1.0,1.0,2.0,153.0,153.0,153.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0
8000.0,1.0,1.0,2.0,155.0,155.0,155.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
26000.0,1.0,1.0,2.0,156.0,156.0,156.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,159.0,159.0,159.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,2.0,159.0,159.0,159.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,159.0,159.0,159.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0
3500.0,1.0,1.0,2.0,160.0,160.0,160.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0
25000.0,1.0,1.0,2.0,162.0,162.0,162.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,162.0,162.0,162.0,324.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
5000.0,1.0,1.0,2.0,162.0,162.0,162.0,324.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
18000.0,1.0,1.0,2.0,163.0,163.0,163.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,1.0,1.0,2.0,166.0,166.0,166.0,332.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
11500.0,1.0,1.0,2.0,167.0,167.0,167.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,163.0,163.0,163.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
6000.0,1.0,1.0,2.0,164.0,164.0,164.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,164.0,164.0,164.0,328.0,0.0,0.5,1.0,0.0,1.0,0.7071067811865476
8000.0,1.0,1.0,2.0,163.0,163.0,163.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0
22500.0,1.0,1.0,2.0,164.0,164.0,164.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0
15000.0,1.0,1.0,2.0,165.0,165.0,165.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0
14500.0,1.0,1.0,2.0,166.0,166.0,166.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,1.0,1.0,2.0,166.0,166.0,166.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,1.0,1.0,2.0,168.0,168.0,168.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,1.0,1.0,2.0,167.0,167.0,167.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0
9000.0,1.0,1.0,2.0,168.0,168.0,168.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0
